SYMBOL,SERIES,Adjusted_52_Week_High,52WH_Date,Adjusted_52_Week_Low,52WL_Date
GALAPREC,EQ,   1199.00,22-JUN-2026,    671.20,02-MAR-2026
GALAXYSURF,EQ,   2750.10,30-JUL-2025,   1510.00,30-MAR-2026
GALLANTT,EQ,    948.00,16-APR-2026,    494.90,23-JUN-2025
GANDHAR,EQ,    185.00,23-JUN-2026,    115.00,30-MAR-2026
GANDHITUBE,EQ,   1031.80,08-SEP-2025,    649.50,11-AUG-2025
GANECOS,EQ,   1581.00,16-JUL-2025,    653.55,30-JAN-2026
GANESHBE,EQ,    118.00,05-JUN-2026,     68.40,02-FEB-2026
GANESHCP,EQ,    309.95,06-OCT-2025,    152.00,16-MAR-2026
GANESHHOU,EQ,   1050.00,08-JUL-2025,    500.00,30-MAR-2026
GANGAFORGE,EQ,      4.15,15-OCT-2025,      2.03,04-JUN-2026
GANGESSECU,EQ,    178.15,17-OCT-2025,    103.31,30-MAR-2026
GARFIBRES,EQ,    970.00,23-JUL-2025,    579.75,30-MAR-2026
GARUDA,EQ,    249.30,07-NOV-2025,    119.00,23-JUN-2025
GATECH,EQ,      1.06,27-JUN-2025,       .40,30-MAR-2026
GATECHDVR,EQ,      1.10,27-JUN-2025,       .36,02-APR-2026
GATEWAY,EQ,     76.50,30-JUL-2025,     48.10,23-MAR-2026
GAYAHWS,EQ,      4.76,07-OCT-2025,      1.22,03-JUL-2025
GCSL,EQ,    443.40,15-JUN-2026,    213.15,20-OCT-2025
GEECEE,EQ,    394.90,23-JUN-2025,    215.85,30-MAR-2026
GEEKAYWIRE,EQ,     40.63,08-SEP-2025,     18.51,30-MAR-2026
GEMAROMA,EQ,    349.60,26-AUG-2025,    133.00,09-DEC-2025
GENCON,EQ,     59.96,25-FEB-2026,     36.35,11-JUN-2026
GENESYS,EQ,    674.15,11-JUL-2025,    198.05,18-MAY-2026
GENUSPAPER,EQ,     22.01,02-JUL-2025,      8.67,30-MAR-2026
GENUSPOWER,EQ,    394.00,05-AUG-2025,    210.40,04-FEB-2026
GEOJITFSL,EQ,     87.71,01-JUL-2025,     50.86,30-MAR-2026
GESHIP,EQ,   1798.00,19-MAY-2026,    913.10,01-AUG-2025
GFLLIMITED,EQ,     81.00,21-OCT-2025,     37.25,30-MAR-2026
GHCL,EQ,    667.20,30-OCT-2025,    416.60,11-JUN-2026
GHCLTEXTIL,EQ,    103.37,27-MAY-2026,     65.26,30-MAR-2026
GICHSGFIN,EQ,    206.00,17-JUL-2025,    130.05,30-MAR-2026
GICL,EQ,     52.40,23-FEB-2026,     20.39,09-JUN-2026
GICRE,EQ,    417.95,16-APR-2026,    346.70,17-JUN-2026
GILLANDERS,EQ,    151.90,01-AUG-2025,     76.00,23-MAR-2026
GILLETTE,EQ,  11500.00,15-JUL-2025,   7206.00,30-MAR-2026
GILT10BETA,EQ,     26.99,06-JAN-2026,     25.10,19-FEB-2026
GILT5BETA,EQ,     66.43,23-MAR-2026,     61.51,22-SEP-2025
GILT5YBEES,EQ,     66.31,02-MAR-2026,     61.45,06-NOV-2025
GINNIFILA,EQ,     57.80,11-AUG-2025,     31.50,30-MAR-2026
GIPCL,EQ,    223.90,09-JUL-2025,    119.90,30-MAR-2026
GKENERGY,EQ,    239.60,23-OCT-2025,     87.20,02-APR-2026
GKSL,EQ,    148.34,25-MAY-2026,     98.36,23-JAN-2026
GKWLIMITED,EQ,   2168.80,31-JUL-2025,   1375.00,30-MAR-2026
GLAND,EQ,   2396.00,25-MAY-2026,   1573.60,16-MAR-2026
GLAXO,EQ,   3500.00,27-JUN-2025,   2088.10,12-JUN-2026
GLENMARK,EQ,   2474.00,29-APR-2026,   1630.10,23-JUN-2025
GLOBAL,EQ,    121.90,08-MAY-2026,     55.30,15-OCT-2025
GLOBALVECT,EQ,    280.50,26-JUN-2025,    129.00,30-MAR-2026
GLOBE,EQ,      3.29,05-JAN-2026,      1.86,30-MAR-2026
GLOBUSSPR,EQ,   1303.20,31-JUL-2025,    800.05,30-MAR-2026
GLOSTERLTD,EQ,    830.00,02-JUL-2025,    495.00,24-MAR-2026
GMBREW,EQ,   1328.80,06-JAN-2026,    666.05,29-AUG-2025
GMDCLTD,EQ,    771.90,17-APR-2026,    374.80,14-JUL-2025
GMMPFAUDLR,EQ,   1418.00,01-AUG-2025,    735.00,11-JUN-2026
GMRAIRPORT,EQ,    111.15,18-JUN-2026,     80.38,23-JUN-2025
GMRP&UI,EQ,    136.95,16-SEP-2025,     89.00,30-MAR-2026
GNA,EQ,    470.00,09-FEB-2026,    291.80,28-AUG-2025
GNFC,EQ,    616.00,22-JUN-2026,    365.00,30-MAR-2026
GNRL,EQ,    105.05,07-MAY-2026,     83.52,22-JUN-2026
GOACARBON,EQ,    511.90,27-JUN-2025,    272.85,30-MAR-2026
GOCLCORP,EQ,    459.90,22-JUN-2026,    223.35,23-MAR-2026
GOCOLORS,EQ,    919.90,04-JUL-2025,    237.05,18-MAR-2026
GODAVARIB,EQ,    353.00,24-APR-2026,    227.42,09-DEC-2025
GODFRYPHLP,EQ,   3947.00,16-SEP-2025,   1832.10,23-MAR-2026
GODIGIT,EQ,    381.40,24-SEP-2025,    290.80,10-JUN-2026
GODREJAGRO,EQ,    876.35,24-JUL-2025,    506.10,27-JAN-2026
GODREJCP,EQ,   1309.00,04-SEP-2025,    967.05,02-APR-2026
GODREJIND,EQ,   1358.30,23-JUN-2025,    744.20,30-MAR-2026
GODREJPROP,EQ,   2450.90,24-JUN-2025,   1434.00,02-APR-2026
GOKEX,EQ,    975.00,08-JUL-2025,    531.00,27-JAN-2026
GOKUL,EQ,     46.39,25-JUN-2025,     31.00,13-FEB-2026
GOKULAGRO,EQ,    249.92,05-MAY-2026,    142.50,07-AUG-2025
GOLD1,EQ,    158.00,09-MAR-2026,     78.35,30-JUN-2025
GOLD360,EQ,    178.00,29-JAN-2026,     87.85,12-SEP-2025
GOLDADD,EQ,    181.00,29-JAN-2026,     92.49,07-JUL-2025
GOLDBEES,EQ,    148.14,29-JAN-2026,     79.00,09-JUL-2025
GOLDBETA,EQ,    149.35,29-JAN-2026,     79.10,10-JUL-2025
GOLDBND,EQ,    180.16,29-JAN-2026,    127.96,15-DEC-2025
GOLDCASE,EQ,     27.94,29-JAN-2026,     14.72,01-JUL-2025
GOLDETF,EQ,    173.50,29-JAN-2026,     93.30,30-JUN-2025
GOLDIAM,EQ,    507.45,18-JUN-2026,    265.00,30-MAR-2026
GOLDIETF,EQ,    158.00,29-JAN-2026,     81.26,09-JUL-2025
GOLDTECH,EQ,     80.44,01-JUL-2025,     29.68,30-MAR-2026
GOODLUCK,EQ,   1516.00,22-JUN-2026,    915.00,23-MAR-2026
GOODYEAR,EQ,    834.00,21-APR-2026,    711.25,03-JUN-2026
GOPAL,EQ,    398.00,10-SEP-2025,    247.55,27-MAR-2026
GOYALALUM,EQ,     11.37,07-JAN-2026,      5.34,30-MAR-2026
GPIL,EQ,    320.00,20-MAY-2026,    175.37,23-JUN-2025
GPPL,EQ,    200.09,08-JAN-2026,    141.55,30-MAR-2026
GPTHEALTH,EQ,    185.00,05-AUG-2025,    115.00,01-APR-2026
GPTINFRA,EQ,    150.00,23-JUN-2026,     96.22,30-MAR-2026
GRADIENTE,EQ,      9.40,08-MAY-2026,      2.08,16-JUN-2026
GRANDOAK,EQ,     55.76,23-JUN-2026,     24.00,03-JUN-2026
GRANULES,EQ,    804.30,29-MAY-2026,    432.60,06-AUG-2025
GRAPHITE,EQ,    802.40,15-MAY-2026,    505.80,29-AUG-2025
GRASIM,EQ,   3200.00,17-JUN-2026,   2502.50,23-MAR-2026
GRAUWEIL,EQ,     81.00,26-MAY-2026,     62.09,20-MAY-2026
GRAVISSHO,EQ,     35.60,15-MAY-2026,     25.20,20-APR-2026
GRAVITA,EQ,   1949.00,30-JUL-2025,   1266.90,02-APR-2026
GREAVESCOT,EQ,    244.30,31-JUL-2025,    119.99,30-MAR-2026
GREENLAM,EQ,    278.63,16-SEP-2025,    197.59,30-MAR-2026
GREENPANEL,EQ,    335.20,28-JUL-2025,    163.01,30-MAR-2026
GREENPLY,EQ,    351.95,24-JUL-2025,    176.42,30-MAR-2026
GREENPOWER,EQ,     15.69,11-JUL-2025,      7.98,30-MAR-2026
GRINDWELL,EQ,   2177.00,23-JUN-2026,   1329.00,23-MAR-2026
GRINFRA,EQ,   1413.00,27-JUN-2025,    785.00,30-MAR-2026
GRMOVER,EQ,    185.45,24-DEC-2025,     81.95,11-JUN-2026
GROBTEA,EQ,   1236.20,23-SEP-2025,    805.00,30-MAR-2026
GROWW,EQ,    227.20,29-APR-2026,    112.00,12-NOV-2025
GROWWCAPM,EQ,     12.66,11-MAY-2026,      8.02,04-MAR-2026
GROWWCHEM,EQ,     30.95,08-MAY-2026,     24.64,30-MAR-2026
GROWWDEFNC,EQ,     99.44,23-JUN-2026,     71.78,30-MAR-2026
GROWWEV,EQ,     32.38,05-JAN-2026,     24.00,07-JUL-2025
GROWWGOLD,EQ,     18.00,29-JAN-2026,      9.36,27-JUN-2025
GROWWHOSPI,EQ,     54.00,15-JUN-2026,     43.35,23-MAR-2026
GROWWLIQID,EQ,    110.90,22-APR-2026,    102.89,01-SEP-2025
GROWWLOVOL,EQ,     11.50,26-JUN-2025,      9.39,06-APR-2026
GROWWMC150,EQ,    245.00,01-JUN-2026,    193.60,02-APR-2026
GROWWMETAL,EQ,     13.45,29-MAY-2026,     10.03,30-DEC-2025
GROWWMOM50,EQ,     11.71,30-JUN-2025,      9.12,30-MAR-2026
GROWWN200,EQ,     12.14,05-JAN-2026,      9.91,30-MAR-2026
GROWWNET,EQ,     12.14,23-JUL-2025,      7.94,30-MAR-2026
GROWWNIFTY,EQ,     11.88,03-FEB-2026,      8.93,02-APR-2026
GROWWNXT50,EQ,     73.65,23-JUN-2026,     60.01,02-APR-2026
GROWWPOWER,EQ,     13.20,20-APR-2026,      7.75,23-JAN-2026
GROWWPSE,EQ,    109.85,06-MAY-2026,     93.20,06-APR-2026
GROWWPSUBK,EQ,     91.19,22-APR-2026,     78.06,02-APR-2026
GROWWRAIL,EQ,     39.26,01-JUL-2025,     27.80,30-MAR-2026
GROWWRLTY,EQ,     11.30,12-NOV-2025,      7.17,02-APR-2026
GROWWSC250,EQ,     10.58,23-JUN-2026,      8.00,30-MAR-2026
GROWWSLVR,EQ,     36.30,29-JAN-2026,     10.40,25-JUN-2025
GRPLTD,EQ,   2833.60,30-JUN-2025,   1500.00,27-JAN-2026
GRSE,EQ,   3538.40,23-JUN-2025,   1963.70,30-MAR-2026
GRWRHITECH,EQ,   7085.50,23-JUN-2026,   2681.00,28-AUG-2025
GSEC10ABSL,EQ,    111.90,16-FEB-2026,    107.65,01-SEP-2025
GSEC10IETF,EQ,    265.36,18-JUL-2025,    252.23,20-MAY-2026
GSEC10YEAR,EQ,     30.80,06-AUG-2025,     28.37,23-JUN-2025
GSEC5IETF,EQ,     66.70,01-AUG-2025,     62.00,23-SEP-2025
GSFC,EQ,    220.59,04-SEP-2025,    138.83,30-MAR-2026
GSLSU,EQ,    139.67,19-NOV-2025,     43.36,23-JUN-2026
GSPCROP,EQ,    476.00,16-JUN-2026,    328.00,24-MAR-2026
GTL,EQ,     11.78,25-JUN-2025,      4.91,30-MAR-2026
GTLINFRA,EQ,      1.99,25-JUN-2025,       .96,30-MAR-2026
GTPL,EQ,    127.49,23-JUL-2025,     55.01,26-FEB-2026
GUFICBIO,EQ,    407.85,30-JUL-2025,    268.00,09-MAR-2026
GUJALKALI,EQ,    815.00,06-MAY-2026,    409.15,16-MAR-2026
GUJAPOLLO,EQ,    556.00,26-AUG-2025,    347.05,04-MAR-2026
GUJGASLTD,EQ,    508.70,03-JUL-2025,    301.50,02-APR-2026
GUJRAFFIA,EQ,     88.00,27-OCT-2025,     35.10,17-MAR-2026
GUJTHEM,EQ,    479.00,27-OCT-2025,    225.05,30-MAR-2026
GULFOILLUB,EQ,   1331.90,01-JUL-2025,    865.00,23-MAR-2026
GULPOLY,EQ,    221.75,09-JUN-2026,    121.50,02-FEB-2026
GVPIL,EQ,   1084.00,22-JUN-2026,    270.90,27-JAN-2026
GVPTECH,EQ,     12.00,30-JUN-2025,      5.22,18-MAR-2026
GVT&D,EQ,   5650.00,23-JUN-2026,   2265.00,14-JUL-2025
HAL,EQ,   5065.00,09-JUL-2025,   3479.10,30-MAR-2026
HALDER,EQ,    294.00,29-JAN-2026,    210.00,18-MAY-2026
HALEOSLABS,EQ,   1774.00,11-MAY-2026,   1067.00,13-AUG-2025
HAPPSTMNDS,EQ,    660.85,01-JUL-2025,    330.20,09-MAR-2026
HAPPYFORGE,EQ,   1590.40,23-JUN-2026,    862.05,05-SEP-2025
HARDWYN,EQ,     28.28,01-JUN-2026,     10.87,16-OCT-2025
HARIOMPIPE,EQ,    572.20,22-SEP-2025,    268.05,13-APR-2026
HARRMALAYA,EQ,    237.90,24-APR-2026,    153.66,02-FEB-2026
HARSHA,EQ,    469.00,07-MAY-2026,    313.30,30-MAR-2026
HATHWAY,EQ,     17.98,16-JUL-2025,      8.76,30-MAR-2026
HATSUN,EQ,   1179.00,28-OCT-2025,    855.30,30-JAN-2026
HAVELLS,EQ,   1621.10,17-SEP-2025,   1123.60,02-JUN-2026
HAVISHA,EQ,      2.68,07-JUL-2025,      1.03,30-MAR-2026
HAWKINCOOK,EQ,   7949.50,22-JUN-2026,   7109.00,15-MAY-2026
HBESD,EQ,     95.90,07-MAY-2026,     61.05,06-MAY-2026
HBLENGINE,EQ,   1122.00,10-NOV-2025,    551.60,29-JUL-2025
HCC,EQ,     28.50,23-JUN-2026,     13.65,30-MAR-2026
HCG,EQ,    796.68,24-OCT-2025,    513.30,30-MAR-2026
HCL-INSYS,EQ,     17.51,24-JUN-2025,      9.01,30-MAR-2026
HCLTECH,EQ,   1780.10,03-FEB-2026,   1089.50,11-JUN-2026
HDBFS,EQ,    891.90,03-JUL-2025,    555.30,30-MAR-2026
HDFCAMC,EQ,   2967.25,16-OCT-2025,   2205.60,30-MAR-2026
HDFCBANK,EQ,   1020.50,23-OCT-2025,    726.65,02-APR-2026
HDFCBSE500,EQ,     40.00,22-JUN-2026,     32.65,01-APR-2026
HDFCGOLD,EQ,    152.30,29-JAN-2026,     81.19,11-JUL-2025
HDFCGROWTH,EQ,    133.30,07-JAN-2026,    107.86,02-APR-2026
HDFCLIFE,EQ,    820.75,30-JUN-2025,    543.00,11-JUN-2026
HDFCLIQUID,EQ,   1072.72,02-JUN-2026,   1009.91,23-DEC-2025
HDFCLOWVOL,EQ,     22.28,20-FEB-2026,     18.35,30-MAR-2026
HDFCMID150,EQ,     23.61,18-JUN-2026,     19.42,30-MAR-2026
HDFCMOMENT,EQ,     33.23,23-OCT-2025,     27.13,02-APR-2026
HDFCNEXT50,EQ,     75.97,18-JUN-2026,     59.99,01-APR-2026
HDFCNIF100,EQ,     29.00,19-SEP-2025,     22.00,19-AUG-2025
HDFCNIFBAN,EQ,     65.54,23-FEB-2026,     51.20,02-APR-2026
HDFCNIFIT,EQ,     42.30,24-DEC-2025,     28.20,15-MAY-2026
HDFCNIFTY,EQ,    301.88,02-DEC-2025,    247.56,06-APR-2026
HDFCPSUBK,EQ,    101.25,24-FEB-2026,     67.98,29-AUG-2025
HDFCPVTBAN,EQ,     30.17,19-FEB-2026,     24.31,02-APR-2026
HDFCQUAL,EQ,     61.87,13-FEB-2026,     51.91,30-MAR-2026
HDFCSENSEX,EQ,     98.48,08-DEC-2025,     80.90,02-APR-2026
HDFCSILVER,EQ,    359.00,29-JAN-2026,    101.66,27-JUN-2025
HDFCSML250,EQ,    183.18,11-JUL-2025,    142.70,23-MAR-2026
HDFCVALUE,EQ,    147.05,23-MAR-2026,    120.00,02-APR-2026
HEADSUP,EQ,     12.95,09-OCT-2025,      5.69,30-MAR-2026
HEALTHADD,EQ,    163.16,18-MAY-2026,    135.43,02-APR-2026
HEALTHCARE,EQ,     21.17,20-MAY-2026,     17.18,02-APR-2026
HEALTHIETF,EQ,    166.20,15-MAY-2026,    138.65,02-FEB-2026
HEALTHX,EQ,    363.00,13-JAN-2026,    252.50,30-MAR-2026
HEALTHY,EQ,     16.98,03-FEB-2026,     13.58,13-FEB-2026
HECPROJECT,EQ,    184.10,25-JUN-2025,     92.10,30-MAR-2026
HEG,EQ,    690.00,29-APR-2026,    459.80,29-AUG-2025
HEIDELBERG,EQ,    224.80,19-AUG-2025,    136.10,30-MAR-2026
HEMIPROP,EQ,    190.69,03-OCT-2025,    111.20,30-MAR-2026
HERANBA,EQ,    403.70,31-JUL-2025,    155.38,30-MAR-2026
HERITGFOOD,EQ,    540.00,18-SEP-2025,    292.55,30-MAR-2026
HEROMOTOCO,EQ,   6388.50,05-DEC-2025,   4190.00,11-JUL-2025
HESTERBIO,EQ,   2350.00,04-AUG-2025,   1239.30,30-MAR-2026
HEXATRADEX,EQ,    195.85,03-JUL-2025,    147.26,03-FEB-2026
HEXT,EQ,    900.00,09-JUL-2025,    400.20,12-MAR-2026
HFCL,EQ,    220.09,22-JUN-2026,     59.82,27-JAN-2026
HGINFRA,EQ,   1143.00,11-JUL-2025,    429.50,30-MAR-2026
HGM,EQ,     82.40,15-SEP-2025,     43.60,16-MAR-2026
HGS,EQ,    628.70,17-JUL-2025,    342.05,09-MAR-2026
HIKAL,EQ,    372.70,25-JUN-2025,    146.25,30-MAR-2026
HIMATSEIDE,EQ,    164.40,07-JUL-2025,     72.01,30-MAR-2026
HINDALCO,EQ,   1176.00,29-MAY-2026,    640.15,23-JUN-2025
HINDCOMPOS,EQ,    550.00,16-APR-2026,    347.10,30-MAR-2026
HINDCOPPER,EQ,    760.05,29-JAN-2026,    226.70,28-AUG-2025
HINDOILEXP,EQ,    188.65,09-JUN-2026,    117.50,30-MAR-2026
HINDPETRO,EQ,    508.45,05-JAN-2026,    316.20,23-MAR-2026
HINDUNILVR,EQ,   2750.00,04-SEP-2025,   2022.50,02-APR-2026
HINDWAREAP,EQ,    392.70,17-OCT-2025,    170.50,30-MAR-2026
HINDZINC,EQ,    733.00,27-JAN-2026,    413.50,01-AUG-2025
HIRECT,EQ,   1212.10,29-MAY-2026,    565.20,27-JAN-2026
HISARMETAL,EQ,    224.10,24-JUL-2025,    124.99,30-MAR-2026
HITECH,EQ,    127.50,22-SEP-2025,     70.14,30-MAR-2026
HLEGLAS,EQ,    661.95,03-NOV-2025,    250.00,30-MAR-2026
HLVLTD,EQ,     14.19,26-JUN-2025,      5.60,30-MAR-2026
HMAAGRO,EQ,     34.35,26-JUN-2025,     21.25,10-APR-2026
HMVL,EQ,    100.00,04-AUG-2025,     55.20,30-MAR-2026
HNDFDS,EQ,    584.90,09-JUL-2025,    442.00,30-JAN-2026
HNGSNGBEES,EQ,    579.92,06-OCT-2025,    375.05,23-JUN-2025
HOMEFIRST,EQ,   1519.00,25-JUL-2025,    893.70,30-MAR-2026
HONASA,EQ,    438.35,11-JUN-2026,    248.40,11-DEC-2025
HONAUT,EQ,  41450.00,03-JUL-2025,  26220.00,30-MAR-2026
HONDAPOWER,EQ,   3256.00,10-JUL-2025,   1816.60,30-MAR-2026
HPAL,EQ,     53.70,30-JUN-2025,     26.52,30-MAR-2026
HPIL,EQ,    175.88,31-JUL-2025,    107.00,24-MAR-2026
HPL,EQ,    639.90,15-JUL-2025,    255.55,30-MAR-2026
HSBCGOLD,EQ,    146.40,30-MAR-2026,    121.36,30-MAR-2026
HSCL,EQ,    718.00,18-JUN-2026,    418.50,24-NOV-2025
HTMEDIA,EQ,     28.64,06-OCT-2025,     17.52,30-MAR-2026
HUBTOWN,EQ,    365.70,25-AUG-2025,    168.15,30-MAR-2026
HUDCO,EQ,    246.85,18-NOV-2025,    159.00,30-MAR-2026
HUHTAMAKI,EQ,    272.65,23-OCT-2025,    148.60,30-MAR-2026
HYUNDAI,EQ,   2890.00,22-SEP-2025,   1658.00,06-APR-2026
ICDSLTD,EQ,     62.32,29-SEP-2025,     36.40,09-MAR-2026
ICEMAKE,EQ,    920.00,26-MAY-2026,    660.30,30-MAR-2026
ICICIAMC,EQ,   3611.00,29-MAY-2026,   2530.00,22-DEC-2025
ICICIB22,EQ,    131.00,02-MAR-2026,    103.60,29-AUG-2025
ICICIBANK,EQ,   1500.00,25-JUL-2025,   1187.60,02-APR-2026
ICICIGI,EQ,   2068.70,01-JUL-2025,   1629.50,02-APR-2026
ICICIPRULI,EQ,    706.80,13-JAN-2026,    459.50,11-JUN-2026
ICIL,EQ,    410.50,18-JUN-2026,    216.90,23-MAR-2026
ICRA,EQ,   7130.00,16-JUL-2025,   4965.50,02-APR-2026
IDBI,EQ,    118.38,05-JAN-2026,     61.01,30-MAR-2026
IDEA,EQ,     15.34,15-JUN-2026,      6.12,14-AUG-2025
IDFCFIRSTB,EQ,     87.00,02-JAN-2026,     58.08,02-APR-2026
IDFNIFTYET,EQ,    340.80,15-DEC-2025,    244.32,02-APR-2026
IEX,EQ,    211.75,09-JUL-2025,    114.60,30-MAR-2026
IFBIND,EQ,   2019.80,31-OCT-2025,    883.20,30-MAR-2026
IFCI,EQ,     95.80,17-JUN-2026,     46.23,18-DEC-2025
IFGLEXPOR,EQ,    338.00,06-OCT-2025,    119.68,30-MAR-2026
IGARASHI,EQ,    665.00,06-AUG-2025,    271.05,30-MAR-2026
IGCL,EQ,    122.00,22-JUL-2025,     49.46,27-MAR-2026
IGIL,EQ,    442.00,30-JUL-2025,    287.00,27-JAN-2026
IGL,EQ,    229.00,08-JUL-2025,    141.74,02-APR-2026
IGPL,EQ,    519.80,21-JUL-2025,    315.00,09-MAR-2026
IIFL,EQ,    675.00,06-JAN-2026,    409.10,27-APR-2026
IIFLCAPS,EQ,    411.30,07-JAN-2026,    240.40,30-MAR-2026
IITL,EQ,    216.00,30-SEP-2025,    108.00,02-MAR-2026
IKIO,EQ,    252.90,21-AUG-2025,    103.53,30-MAR-2026
IKS,EQ,   1777.00,24-DEC-2025,   1262.00,23-MAR-2026
IMAGICAA,EQ,     71.73,26-JUN-2025,     36.84,27-MAR-2026
IMFA,EQ,   1679.90,29-APR-2026,    700.05,07-AUG-2025
IMPAL,EQ,   1184.50,17-JUL-2025,    928.00,30-MAR-2026
INA,EQ,    161.81,28-APR-2026,     79.75,30-MAR-2026
INCREDIBLE,EQ,     52.87,08-SEP-2025,     28.10,30-MAR-2026
INDBANK,EQ,     47.15,07-OCT-2025,     28.25,30-MAR-2026
INDGN,EQ,    596.80,17-SEP-2025,    414.00,23-MAR-2026
INDHOTEL,EQ,    811.95,21-AUG-2025,    565.00,02-APR-2026
INDIACEM,EQ,    485.80,08-JAN-2026,    306.10,23-JUN-2025
INDIAGLYCO,EQ,   1222.00,20-NOV-2025,    792.50,27-JAN-2026
INDIAMART,EQ,   2799.00,14-JUL-2025,   1911.00,18-MAY-2026
INDIANB,EQ,   1000.90,15-APR-2026,    606.00,31-JUL-2025
INDIANCARD,EQ,    362.50,24-JUN-2025,    153.00,30-MAR-2026
INDIANHUME,EQ,    479.00,04-JUL-2025,    279.80,11-JUN-2026
INDIASHLTR,EQ,   1011.75,21-JUL-2025,    653.20,09-MAR-2026
INDIGO,EQ,   6232.50,18-AUG-2025,   3895.20,23-MAR-2026
INDIGOPNTS,EQ,   1345.90,18-NOV-2025,    708.05,30-MAR-2026
INDIQUBE,EQ,    243.80,22-SEP-2025,    131.15,27-MAR-2026
INDNIPPON,EQ,   1099.90,08-OCT-2025,    675.00,30-MAR-2026
INDOAMIN,EQ,    176.25,07-JUL-2025,     81.90,23-MAR-2026
INDOBORAX,EQ,    423.10,23-JUN-2026,    197.10,23-JUN-2025
INDOCO,EQ,    349.80,16-JUL-2025,    162.19,30-MAR-2026
INDOFARM,EQ,    271.69,20-OCT-2025,    110.70,30-MAR-2026
INDORAMA,EQ,     75.00,03-NOV-2025,     29.00,23-MAR-2026
INDOSTAR,EQ,    366.30,01-JUL-2025,    179.03,23-MAR-2026
INDOTHAI,EQ,    466.35,19-NOV-2025,    143.65,03-SEP-2025
INDOUS,EQ,    206.00,21-JUL-2025,     87.90,17-JUN-2026
INDPRUD,EQ,   7052.50,30-APR-2026,   5750.50,08-JUN-2026
INDRAMEDCO,EQ,    640.85,06-NOV-2025,    342.00,27-JAN-2026
INDSWFTLAB,EQ,    201.50,23-JUN-2026,     87.15,31-DEC-2025
INDTERRAIN,EQ,     43.75,24-JUL-2025,     24.56,30-MAR-2026
INDUSINDBK,EQ,    968.85,26-FEB-2026,    710.60,26-SEP-2025
INDUSTOWER,EQ,    481.50,19-FEB-2026,    312.55,03-SEP-2025
INFOBEAN,EQ,    257.50,07-JAN-2026,     91.45,14-JUL-2025
INFOMEDIA,EQ,      8.59,23-JUN-2025,      4.50,16-FEB-2026
INFRA,EQ,     13.27,23-JUN-2026,     10.14,02-APR-2026
INFRABEES,EQ,   1018.30,05-JAN-2026,    871.35,02-APR-2026
INFRAIETF,EQ,    101.00,23-FEB-2026,     86.80,02-APR-2026
INFY,EQ,   1728.00,03-FEB-2026,   1026.00,23-JUN-2026
INGERRAND,EQ,   4756.20,19-JUN-2026,   3063.30,21-JAN-2026
INNOVACAP,EQ,    978.00,15-JUN-2026,    622.00,02-MAR-2026
INNOVANA,EQ,    649.50,10-JUL-2025,    292.80,09-JUN-2026
INNOVISION,EQ,    470.00,23-MAR-2026,    281.05,11-JUN-2026
INOXGREEN,EQ,    279.00,03-NOV-2025,    132.58,23-MAR-2026
INOXINDIA,EQ,   2099.00,23-JUN-2026,   1065.00,18-AUG-2025
INOXWIND,EQ,    179.21,04-JUL-2025,     75.05,30-MAR-2026
INSECTICID,EQ,   1098.00,01-AUG-2025,    518.60,30-MAR-2026
INTELLECT,EQ,   1244.60,03-NOV-2025,    595.20,30-MAR-2026
INTENTECH,EQ,    149.90,23-SEP-2025,     66.30,30-MAR-2026
INTERARCH,EQ,   2762.60,10-NOV-2025,   1600.00,18-MAY-2026
INTERNET,EQ,     16.12,10-JUL-2025,     10.72,16-MAR-2026
INTLCONV,EQ,    114.54,07-OCT-2025,     60.00,30-MAR-2026
INVENTURE,EQ,      1.78,09-JUL-2025,       .81,30-MAR-2026
INVPRECQ,EQ,    803.15,22-JUN-2026,    551.00,05-MAY-2026
IOB,EQ,     41.80,23-OCT-2025,     31.20,30-MAR-2026
IOC,EQ,    188.96,27-FEB-2026,    130.22,02-APR-2026
IOLCP,EQ,    139.99,04-JUN-2026,     67.19,16-MAR-2026
IONEXCHANG,EQ,    580.75,17-JUL-2025,    312.70,23-MAR-2026
IPCALAB,EQ,   1678.30,20-MAY-2026,   1251.60,24-OCT-2025
IPL,EQ,    245.84,21-AUG-2025,    125.00,30-MAR-2026
IRB,EQ,     25.22,27-JUN-2025,     19.15,02-MAR-2026
IRCON,EQ,    207.79,27-JUN-2025,    114.50,23-MAR-2026
IRCTC,EQ,    798.60,09-JUL-2025,    492.65,30-MAR-2026
IREDA,EQ,    174.60,01-JUL-2025,    108.65,30-MAR-2026
IRFC,EQ,    143.15,01-JUL-2025,     87.00,30-MAR-2026
IRIS,EQ,    426.95,14-JUL-2025,    203.00,02-MAR-2026
IRISDOREME,EQ,     41.37,18-JUN-2026,     26.35,30-MAR-2026
IRMENERGY,EQ,    393.00,23-SEP-2025,    165.40,30-MAR-2026
ISFT,EQ,    119.07,19-SEP-2025,     54.05,30-MAR-2026
ISGEC,EQ,   1249.00,01-JUL-2025,    683.95,27-JAN-2026
ISHANCH,EQ,     83.37,13-OCT-2025,     44.52,23-JUN-2025
IT,EQ,     44.49,03-FEB-2026,     29.52,19-JUN-2026
ITADD,EQ,     41.92,03-FEB-2026,     28.27,19-JUN-2026
ITBEES,EQ,     44.27,03-FEB-2026,     29.66,19-JUN-2026
